Tissue	kegg_pathway_ID	kegg_pathway_Name	IDs	S	B	Rich.Factor	P.value	Sig.Sign.P
Spinal cord	ko00260	Glycine, serine and threonine metabolism	C00078|L-Tryptophan, C00049|Aspartic acid, C02737|PS(18:0/22:6), C02737|PS(18:0/18:1)	4	48	0.0833	0.004741155	**
Spinal cord	ko05143	African trypanosomiasis	C00078|L-Tryptophan, C00165|1,2-Dioleoyl-rac-glycerol	2	8	0.25	0.005372556	**
Spinal cord	ko04540	Gap junction	C00165|1,2-Dioleoyl-rac-glycerol, C03758|Dopamine	2	11	0.1818	0.010262329	*
Spinal cord	ko04664	Fc epsilon RI signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol, C00388|Histamine	2	11	0.1818	0.010262329	*
Spinal cord	ko00552	Teichoic acid biosynthesis	C00588|Phosphorylcholine, C00307|Citicoline	2	12	0.1667	0.012200833	*
Spinal cord	ko04728	Dopaminergic synapse	C00165|1,2-Dioleoyl-rac-glycerol, C03758|Dopamine	2	12	0.1667	0.012200833	*
Spinal cord	ko04721	Synaptic vesicle cycle	C00388|Histamine, C03758|Dopamine	2	12	0.1667	0.012200833	*
Spinal cord	ko04971	Gastric acid secretion	C00165|1,2-Dioleoyl-rac-glycerol, C00388|Histamine	2	14	0.1429	0.016512962	*
Spinal cord	ko00330	Arginine and proline metabolism	C00884|Homocarnosine, C00884|L-Homocarnosine, C00134|Putrescine, C03912|1-Pyrroline-5-carboxylic acid	4	69	0.058	0.016787966	*
Spinal cord	ko04071	Sphingolipid signaling pathway	C00550|SM(d18:1/22:0), C00165|1,2-Dioleoyl-rac-glycerol	2	15	0.1333	0.018877679	*
Spinal cord	ko01521	EGFR tyrosine kinase inhibitor resistance	C00165|1,2-Dioleoyl-rac-glycerol	1	2	0.5	0.028444085	*
Spinal cord	ko04931	Insulin resistance	C00165|1,2-Dioleoyl-rac-glycerol, C02571|Acetyl-L-carnitine	2	19	0.1053	0.029628068	*
Spinal cord	ko04925	Aldosterone synthesis and secretion	C00003|NAD, C00165|1,2-Dioleoyl-rac-glycerol	2	22	0.0909	0.038933884	*
Spinal cord	ko04080	Neuroactive ligand-receptor interaction	C00049|Aspartic acid, C00388|Histamine, C03758|Dopamine	3	53	0.0566	0.039829879	*
Spinal cord	ko04064	NF-kappa B signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	3	0.3333	0.042364525	*
Spinal cord	ko04658	Th1 and Th2 cell differentiation	C00165|1,2-Dioleoyl-rac-glycerol	1	3	0.3333	0.042364525	*
Spinal cord	ko04024	cAMP signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol, C03758|Dopamine	2	25	0.08	0.049191113	*
Spinal cord	ko01060	Biosynthesis of plant secondary metabolites	C00078|L-Tryptophan, C00049|Aspartic acid, C00170|5'-Deoxy-5'-Methylthioadenosine, C00134|Putrescine, C03758|Dopamine	5	141	0.0355	0.051118726	ns
Spinal cord	ko05012	Parkinson disease	C00165|1,2-Dioleoyl-rac-glycerol, C03758|Dopamine	2	26	0.0769	0.052804932	ns
Spinal cord	ko04012	ErbB signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	4	0.25	0.05608765	ns
Spinal cord	ko04650	Natural killer cell mediated cytotoxicity	C00165|1,2-Dioleoyl-rac-glycerol	1	4	0.25	0.05608765	ns
Spinal cord	ko04659	Th17 cell differentiation	C00165|1,2-Dioleoyl-rac-glycerol	1	4	0.25	0.05608765	ns
Spinal cord	ko04660	T cell receptor signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	4	0.25	0.05608765	ns
Spinal cord	ko04662	B cell receptor signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	4	0.25	0.05608765	ns
Spinal cord	ko04935	Growth hormone synthesis, secretion and action	C00165|1,2-Dioleoyl-rac-glycerol	1	4	0.25	0.05608765	ns
Spinal cord	ko05214	Glioma	C00165|1,2-Dioleoyl-rac-glycerol	1	4	0.25	0.05608765	ns
Spinal cord	ko05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	C00165|1,2-Dioleoyl-rac-glycerol	1	4	0.25	0.05608765	ns
Spinal cord	ko00250	Alanine, aspartate and glutamate metabolism	C00049|Aspartic acid, C03912|1-Pyrroline-5-carboxylic acid	2	28	0.0714	0.060304294	ns
Spinal cord	ko04010	MAPK signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	5	0.2	0.069616227	ns
Spinal cord	ko04015	Rap1 signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	5	0.2	0.069616227	ns
Spinal cord	ko04062	Chemokine signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	5	0.2	0.069616227	ns
Spinal cord	ko04722	Neurotrophin signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	5	0.2	0.069616227	ns
Spinal cord	ko05170	Human immunodeficiency virus 1 infection	C00165|1,2-Dioleoyl-rac-glycerol	1	5	0.2	0.069616227	ns
Spinal cord	ko05310	Asthma	C00388|Histamine	1	5	0.2	0.069616227	ns
Spinal cord	ko05200	Pathways in cancer	C00165|1,2-Dioleoyl-rac-glycerol, C07653|FLUTAMIDE	2	31	0.0645	0.0721842	ns
Spinal cord	ko00470	D-Amino acid metabolism	C00049|Aspartic acid, C00134|Putrescine, C06419|D-Histidine	3	69	0.0435	0.07582837	ns
Spinal cord	ko02030	Bacterial chemotaxis	C00049|Aspartic acid	1	6	0.1667	0.082952984	ns
Spinal cord	ko04370	VEGF signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	6	0.1667	0.082952984	ns
Spinal cord	ko04912	GnRH signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	6	0.1667	0.082952984	ns
Spinal cord	ko04916	Melanogenesis	C00165|1,2-Dioleoyl-rac-glycerol	1	6	0.1667	0.082952984	ns
Spinal cord	ko04926	Relaxin signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	6	0.1667	0.082952984	ns
Spinal cord	ko05163	Human cytomegalovirus infection	C00165|1,2-Dioleoyl-rac-glycerol	1	6	0.1667	0.082952984	ns
Spinal cord	ko05223	Non-small cell lung cancer	C00165|1,2-Dioleoyl-rac-glycerol	1	6	0.1667	0.082952984	ns
Spinal cord	ko04750	Inflammatory mediator regulation of TRP channels	C00165|1,2-Dioleoyl-rac-glycerol, C00388|Histamine	2	35	0.0571	0.089073504	ns
Spinal cord	ko04014	Ras signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	7	0.1429	0.096100611	ns
Spinal cord	ko04720	Long-term potentiation	C00165|1,2-Dioleoyl-rac-glycerol	1	7	0.1429	0.096100611	ns
Spinal cord	ko04920	Adipocytokine signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	7	0.1429	0.096100611	ns
Spinal cord	ko05017	Spinocerebellar ataxia	C00165|1,2-Dioleoyl-rac-glycerol	1	7	0.1429	0.096100611	ns
Spinal cord	ko05030	Cocaine addiction	C03758|Dopamine	1	7	0.1429	0.096100611	ns
Spinal cord	ko05230	Central carbon metabolism in cancer	C00078|L-Tryptophan, C00049|Aspartic acid	2	37	0.0541	0.097916346	ns
Spinal cord	ko04211	Longevity regulating pathway	C00003|NAD	1	8	0.125	0.109061762	ns
Spinal cord	ko04666	Fc gamma R-mediated phagocytosis	C00165|1,2-Dioleoyl-rac-glycerol	1	8	0.125	0.109061762	ns
Spinal cord	ko04724	Glutamatergic synapse	C00165|1,2-Dioleoyl-rac-glycerol	1	8	0.125	0.109061762	ns
Spinal cord	ko04915	Estrogen signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	8	0.125	0.109061762	ns
Spinal cord	ko04961	Endocrine and other factor-regulated calcium reabsorption	C00165|1,2-Dioleoyl-rac-glycerol	1	8	0.125	0.109061762	ns
Spinal cord	ko05032	Morphine addiction	C03758|Dopamine	1	8	0.125	0.109061762	ns
Spinal cord	ko00946	Degradation of flavonoids	C22572|4-(4-Hydroxyphenyl)butan-2-one, C01514|Luteolin	2	40	0.05	0.111618237	ns
Spinal cord	ko04726	Serotonergic synapse	C00078|L-Tryptophan, C00165|1,2-Dioleoyl-rac-glycerol	2	42	0.0476	0.121015375	ns
Spinal cord	ko00402	Benzoxazinoid biosynthesis	C12312|Oxindole	1	9	0.1111	0.121839053	ns
Spinal cord	ko04371	Apelin signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	9	0.1111	0.121839053	ns
Spinal cord	ko04713	Circadian entrainment	C00165|1,2-Dioleoyl-rac-glycerol	1	9	0.1111	0.121839053	ns
Spinal cord	ko04730	Long-term depression	C00165|1,2-Dioleoyl-rac-glycerol	1	9	0.1111	0.121839053	ns
Spinal cord	ko04929	GnRH secretion	C00165|1,2-Dioleoyl-rac-glycerol	1	9	0.1111	0.121839053	ns
Spinal cord	ko04933	AGE-RAGE signaling pathway in diabetic complications	C00165|1,2-Dioleoyl-rac-glycerol	1	9	0.1111	0.121839053	ns
Spinal cord	ko05110	Vibrio cholerae infection	C00165|1,2-Dioleoyl-rac-glycerol	1	9	0.1111	0.121839053	ns
Spinal cord	ko05031	Amphetamine addiction	C03758|Dopamine	1	9	0.1111	0.121839053	ns
Spinal cord	ko04212	Longevity regulating pathway - worm	C00003|NAD	1	10	0.1	0.134435062	ns
Spinal cord	ko04217	Necroptosis	C00550|SM(d18:1/22:0)	1	10	0.1	0.134435062	ns
Spinal cord	ko04261	Adrenergic signaling in cardiomyocytes	C00165|1,2-Dioleoyl-rac-glycerol	1	10	0.1	0.134435062	ns
Spinal cord	ko04928	Parathyroid hormone synthesis, secretion and action	C00165|1,2-Dioleoyl-rac-glycerol	1	10	0.1	0.134435062	ns
Spinal cord	ko05171	Coronavirus disease - COVID-19	C00165|1,2-Dioleoyl-rac-glycerol	1	10	0.1	0.134435062	ns
Spinal cord	ko07227	Histamine H2/H3 receptor agonists/antagonists	C00388|Histamine	1	10	0.1	0.134435062	ns
Spinal cord	ko05034	Alcoholism	C03758|Dopamine	1	10	0.1	0.134435062	ns
Spinal cord	ko00562	Inositol phosphate metabolism	C01220|D-myo-Inositol 1,4-bisphosphate, C19891|D-chiro-Inositol	2	47	0.0426	0.145291108	ns
Spinal cord	ko04936	Alcoholic liver disease	C00003|NAD	1	11	0.0909	0.146852336	ns
Spinal cord	ko04020	Calcium signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	11	0.0909	0.146852336	ns
Spinal cord	ko04072	Phospholipase D signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	11	0.0909	0.146852336	ns
Spinal cord	ko04625	C-type lectin receptor signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	11	0.0909	0.146852336	ns
Spinal cord	ko04745	Phototransduction - fly	C00165|1,2-Dioleoyl-rac-glycerol	1	11	0.0909	0.146852336	ns
Spinal cord	ko04919	Thyroid hormone signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	11	0.0909	0.146852336	ns
Spinal cord	ko05215	Prostate cancer	C07653|FLUTAMIDE	1	11	0.0909	0.146852336	ns
Spinal cord	ko04917	Prolactin signaling pathway	C03758|Dopamine	1	11	0.0909	0.146852336	ns
Spinal cord	ko04725	Cholinergic synapse	C00165|1,2-Dioleoyl-rac-glycerol	1	12	0.0833	0.159093382	ns
Spinal cord	ko04911	Insulin secretion	C00165|1,2-Dioleoyl-rac-glycerol	1	12	0.0833	0.159093382	ns
Spinal cord	ko04921	Oxytocin signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	12	0.0833	0.159093382	ns
Spinal cord	ko00970	Aminoacyl-tRNA biosynthesis	C00078|L-Tryptophan, C00049|Aspartic acid	2	52	0.0385	0.170472208	ns
Spinal cord	ko04613	Neutrophil extracellular trap formation	C00165|1,2-Dioleoyl-rac-glycerol	1	13	0.0769	0.171160674	ns
Spinal cord	ko04975	Fat digestion and absorption	C00165|1,2-Dioleoyl-rac-glycerol	1	13	0.0769	0.171160674	ns
Spinal cord	ko04611	Platelet activation	C00165|1,2-Dioleoyl-rac-glycerol	1	14	0.0714	0.183056651	ns
Spinal cord	ko04923	Regulation of lipolysis in adipocytes	C00165|1,2-Dioleoyl-rac-glycerol	1	14	0.0714	0.183056651	ns
Spinal cord	ko05131	Shigellosis	C00165|1,2-Dioleoyl-rac-glycerol	1	14	0.0714	0.183056651	ns
Spinal cord	ko05225	Hepatocellular carcinoma	C00165|1,2-Dioleoyl-rac-glycerol	1	14	0.0714	0.183056651	ns
Spinal cord	ko00760	Nicotinate and nicotinamide metabolism	C00049|Aspartic acid, C00003|NAD	2	55	0.0364	0.185914401	ns
Spinal cord	ko04066	HIF-1 signaling pathway	C00165|1,2-Dioleoyl-rac-glycerol	1	15	0.0667	0.194783721	ns
Spinal cord	ko04972	Pancreatic secretion	C00165|1,2-Dioleoyl-rac-glycerol	1	15	0.0667	0.194783721	ns
Spinal cord	ko00190	Oxidative phosphorylation	C00003|NAD	1	16	0.0625	0.206344254	ns
Spinal cord	ko04270	Vascular smooth muscle contraction	C00165|1,2-Dioleoyl-rac-glycerol	1	16	0.0625	0.206344254	ns
Spinal cord	ko04970	Salivary secretion	C00165|1,2-Dioleoyl-rac-glycerol	1	17	0.0588	0.217740591	ns
Spinal cord	ko00997	Biosynthesis of various other secondary metabolites	C00078|L-Tryptophan, C00049|Aspartic acid	2	67	0.0299	0.249187203	ns
Spinal cord	ko00270	Cysteine and methionine metabolism	C00049|Aspartic acid, C00170|5'-Deoxy-5'-Methylthioadenosine	2	67	0.0299	0.249187203	ns
Spinal cord	ko01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	C00049|Aspartic acid, C00134|Putrescine	2	67	0.0299	0.249187203	ns
Spinal cord	ko01070	Biosynthesis of plant hormones	C00078|L-Tryptophan, C00049|Aspartic acid	2	68	0.0294	0.254518288	ns
Spinal cord	ko00710	Carbon fixation in photosynthetic organisms	C00049|Aspartic acid	1	21	0.0476	0.261729629	ns
Spinal cord	ko04918	Thyroid hormone synthesis	C00165|1,2-Dioleoyl-rac-glycerol	1	21	0.0476	0.261729629	ns
Spinal cord	ko04152	AMPK signaling pathway	C00003|NAD	1	22	0.0455	0.27233895	ns
Spinal cord	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis	C01004|Trigonelline, C00134|Putrescine	2	72	0.0278	0.275860565	ns
Spinal cord	ko01230	Biosynthesis of amino acids	C00078|L-Tryptophan, C00049|Aspartic acid, C03912|1-Pyrroline-5-carboxylic acid	3	128	0.0234	0.277507781	ns
Spinal cord	ko00220	Arginine biosynthesis	C00049|Aspartic acid	1	23	0.0435	0.282797443	ns
Spinal cord	ko04714	Thermogenesis	C00165|1,2-Dioleoyl-rac-glycerol	1	23	0.0435	0.282797443	ns
Spinal cord	ko00965	Betalain biosynthesis	C03758|Dopamine	1	23	0.0435	0.282797443	ns
Spinal cord	ko00565	Ether lipid metabolism	C00670|sn-Glycero-3-phosphocholine	1	25	0.04	0.303270402	ns
Spinal cord	ko04973	Carbohydrate digestion and absorption	C00165|1,2-Dioleoyl-rac-glycerol	1	27	0.037	0.32316512	ns
Spinal cord	ko00380	Tryptophan metabolism	C00078|L-Tryptophan, C05663|4,6-Dihydroxy-2-quinolinecarboxylic acid	2	83	0.0241	0.334240981	ns
Spinal cord	ko00361	Chlorocyclohexane and chlorobenzene degradation	C02124|Parachlorophenol, C14450|p-Chloroaniline	2	83	0.0241	0.334240981	ns
Spinal cord	ko04978	Mineral absorption	C00078|L-Tryptophan	1	29	0.0345	0.342497756	ns
Spinal cord	ko04070	Phosphatidylinositol signaling system	C01220|D-myo-Inositol 1,4-bisphosphate	1	29	0.0345	0.342497756	ns
Spinal cord	ko00770	Pantothenate and CoA biosynthesis	C00049|Aspartic acid	1	30	0.0333	0.35195822	ns
Spinal cord	ko00999	Biosynthesis of various plant secondary metabolites	C12312|Oxindole, C00078|L-Tryptophan, C00049|Aspartic acid	3	149	0.0201	0.360226618	ns
Spinal cord	ko00730	Thiamine metabolism	C00003|NAD	1	31	0.0323	0.361284021	ns
Spinal cord	ko05022	Pathways of neurodegeneration - multiple diseases	C00165|1,2-Dioleoyl-rac-glycerol	1	32	0.0312	0.370477054	ns
Spinal cord	ko00332	Carbapenem biosynthesis	C03912|1-Pyrroline-5-carboxylic acid	1	32	0.0312	0.370477054	ns
Spinal cord	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis	C00078|L-Tryptophan	1	35	0.0286	0.397278119	ns
Spinal cord	ko00300	Lysine biosynthesis	C00049|Aspartic acid	1	35	0.0286	0.397278119	ns
Spinal cord	ko00600	Sphingolipid metabolism	C00550|SM(d18:1/22:0)	1	35	0.0286	0.397278119	ns
Spinal cord	ko01065	Biosynthesis of alkaloids derived from histidine and purine	C00388|Histamine	1	35	0.0286	0.397278119	ns
Spinal cord	ko00480	Glutathione metabolism	C00134|Putrescine	1	38	0.0263	0.422950043	ns
Spinal cord	ko00622	Xylene degradation	C07212|o-Xylene	1	38	0.0263	0.422950043	ns
Spinal cord	ko00261	Monobactam biosynthesis	C00049|Aspartic acid	1	39	0.0256	0.431264623	ns
Spinal cord	ko00908	Zeatin biosynthesis	C00170|5'-Deoxy-5'-Methylthioadenosine	1	39	0.0256	0.431264623	ns
Spinal cord	ko04977	Vitamin digestion and absorption	C00003|NAD	1	39	0.0256	0.431264623	ns
Spinal cord	ko05415	Diabetic cardiomyopathy	C00165|1,2-Dioleoyl-rac-glycerol	1	39	0.0256	0.431264623	ns
Spinal cord	ko00460	Cyanoamino acid metabolism	C00049|Aspartic acid	1	45	0.0222	0.478720882	ns
Spinal cord	ko00120	Primary bile acid biosynthesis	C15519|25-Hydroxycholesterol	1	47	0.0213	0.493652052	ns
Spinal cord	ko00404	Staurosporine biosynthesis	C00078|L-Tryptophan	1	48	0.0208	0.500958202	ns
Spinal cord	ko00944	Flavone and flavonol biosynthesis	C01514|Luteolin	1	51	0.0196	0.522256771	ns
Spinal cord	ko00983	Drug metabolism - other enzymes	C00003|NAD	1	52	0.0192	0.529154507	ns
Spinal cord	ko02020	Two-component system	C00049|Aspartic acid	1	53	0.0189	0.53595372	ns
Spinal cord	ko00440	Phosphonate and phosphinate metabolism	C05679|Dibutyl decanedioate	1	56	0.0179	0.55577404	ns
Spinal cord	ko05208	Chemical carcinogenesis - reactive oxygen species	C00003|NAD	1	57	0.0175	0.562192885	ns
Spinal cord	ko01232	Nucleotide metabolism	C00105|Uridine-5'-monophosphate	1	58	0.0172	0.568519975	ns
Spinal cord	ko02010	ABC transporters	C00049|Aspartic acid, C00134|Putrescine	2	138	0.0145	0.592448152	ns
Spinal cord	ko00240	Pyrimidine metabolism	C00105|Uridine-5'-monophosphate	1	64	0.0156	0.60462705	ns
Spinal cord	ko01063	Biosynthesis of alkaloids derived from shikimate pathway	C00078|L-Tryptophan, C03758|Dopamine	2	143	0.014	0.611993429	ns
Spinal cord	ko01210	2-Oxocarboxylic acid metabolism	C00078|L-Tryptophan, C00049|Aspartic acid	2	144	0.0139	0.615817059	ns
Spinal cord	ko00941	Flavonoid biosynthesis	C01514|Luteolin	1	74	0.0135	0.658279929	ns
Spinal cord	ko00996	Biosynthesis of various alkaloids	C00078|L-Tryptophan	1	76	0.0132	0.668112315	ns
Spinal cord	ko00966	Glucosinolate biosynthesis	C00078|L-Tryptophan	1	77	0.013	0.672923039	ns
Spinal cord	ko00350	Tyrosine metabolism	C03758|Dopamine	1	78	0.0128	0.677664779	ns
Spinal cord	ko00901	Indole alkaloid biosynthesis	C00078|L-Tryptophan	1	81	0.0123	0.691485807	ns
Spinal cord	ko01240	Biosynthesis of cofactors	C00105|Uridine-5'-monophosphate, C00078|L-Tryptophan, C00049|Aspartic acid, C00003|NAD	4	328	0.0122	0.69893789	ns
Spinal cord	ko00627	Aminobenzoate degradation	C00870|4-Nitrophenol	1	86	0.0116	0.713229838	ns
Spinal cord	ko04976	Bile secretion	C03758|Dopamine	1	97	0.0103	0.75587376	ns
Spinal cord	ko00140	Steroid hormone biosynthesis	C18043|Cholesterol sulfate	1	99	0.0101	0.762923411	ns
Spinal cord	ko00230	Purine metabolism	C22499|8-Hydroxyadenine	1	101	0.0099	0.769771639	ns
Spinal cord	ko01061	Biosynthesis of phenylpropanoids	C00078|L-Tryptophan	1	106	0.0094	0.786047952	ns
Spinal cord	ko00998	Biosynthesis of various antibiotics	C00049|Aspartic acid	1	108	0.0093	0.792234999	ns
Spinal cord	ko01200	Carbon metabolism	C00049|Aspartic acid	1	114	0.0088	0.80975388	ns
Spinal cord	ko00950	Isoquinoline alkaloid biosynthesis	C03758|Dopamine	1	131	0.0076	0.851842785	ns
Spinal cord	ko01220	Degradation of aromatic compounds	C07212|o-Xylene, C02124|Parachlorophenol	2	263	0.0076	0.896448249	ns
Spinal cord	ko01120	Microbial metabolism in diverse environments	C00049|Aspartic acid, C00870|4-Nitrophenol, C07212|o-Xylene, C02124|Parachlorophenol, C14450|p-Chloroaniline, C19891|D-chiro-Inositol	6	1072	0.0056	0.998973987	ns
Spleen	ko00340	Histidine metabolism	C00388|Histamine, C01262|Anserine, C05570|Ergothioneine, C01044|N-Formyl-L-aspartate, C00049|Aspartic acid, C00049|L-Aspartic Acid	6	47	0.1277	4.75E-07	****
Spleen	ko05231	Choline metabolism in cancer	C00157|PC(18:0/14:0), C04230|PC(18:3/0:0), C00157|PC(18:4(6Z,9Z,12Z,15Z)/P-16:0), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z))	4	11	0.3636	5.04E-07	****
Spleen	ko00591	Linoleic acid metabolism	C00157|PC(18:0/14:0), C04056|10E,12Z-Octadecadienoic acid, C03242|Cis-8,11,14-Eicosatrienoic acid, C00157|PC(18:4(6Z,9Z,12Z,15Z)/P-16:0), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z))	5	28	0.1786	8.23E-07	****
Spleen	ko04080	Neuroactive ligand-receptor interaction	C00388|Histamine, C00547|Norepinephrine, C16512|Palmitoyl Ethanolamide, C00049|Aspartic acid, C00334|4-Aminobutanoic acid, C00049|L-Aspartic Acid	6	53	0.1132	9.87E-07	****
Spleen	ko04723	Retrograde endocannabinoid signaling	C00157|PC(18:0/14:0), C00157|PC(18:4(6Z,9Z,12Z,15Z)/P-16:0), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00334|4-Aminobutanoic acid	4	19	0.2105	5.70E-06	****
Spleen	ko01100	Metabolic pathways	C00130|INOSINE 5'-MONOPHOSPHATE, C00388|Histamine, C00157|PC(18:0/14:0), C03242|Cis-8,11,14-Eicosatrienoic acid, C00133|D-Alanine, C00547|Norepinephrine, C00214|Thymidine, C01262|Anserine, C05570|Ergothioneine, C00387|Guanosine, C03519|N-ACETYLPHENYLALANINE, C15556|1-deoxy-L-glycero-tetrulose 4-phosphate, C01168|Pseudouridine 5'-phosphate, C01046|N-METHYL-L-GLUTAMATE, C00055|Cytidine 5'-monophosphate, C00387|guanosine, C00408|PIPECOLATE, C06001|3-Hydroxyisobutyric acid, C00438|N-Carbamoyl-L-aspartic acid, C00624|N-Acetyl-L-glutamic acid, C01044|N-Formyl-L-aspartate, C02946|4-Acetamidobutyric acid, C00157|PC(18:4(6Z,9Z,12Z,15Z)/P-16:0), C00247|L-Sorbose, C00049|Aspartic acid, C05385|D-Glucuronic acid 1-phosphate, C04051|5-Amino-4-imidazolecarboxamide, C00515|D-ORNITHINE, C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), C00898|Tartaric acid, C00334|4-Aminobutanoic acid, C00422|TG(18:2/18:2/20:4), C00049|L-Aspartic Acid, C00474|Ribitol	34	3065	0.0111	9.24E-06	****
Spleen	ko00250	Alanine, aspartate and glutamate metabolism	C00438|N-Carbamoyl-L-aspartic acid, C00049|Aspartic acid, C00334|4-Aminobutanoic acid, C00049|L-Aspartic Acid	4	28	0.1429	2.89E-05	****
Spleen	ko01232	Nucleotide metabolism	C00130|INOSINE 5'-MONOPHOSPHATE, C00214|Thymidine, C00387|Guanosine, C00055|Cytidine 5'-monophosphate, C00387|guanosine	5	58	0.0862	3.32E-05	****
Spleen	ko04742	Taste transduction	C00130|INOSINE 5'-MONOPHOSPHATE, C00133|D-Alanine, C00547|Norepinephrine, C00334|4-Aminobutanoic acid	4	32	0.125	4.97E-05	****
Spleen	ko00410	beta-Alanine metabolism	C01262|Anserine, C00049|Aspartic acid, C00334|4-Aminobutanoic acid, C00049|L-Aspartic Acid	4	32	0.125	4.97E-05	****
Spleen	ko04721	Synaptic vesicle cycle	C00388|Histamine, C00547|Norepinephrine, C00334|4-Aminobutanoic acid	3	12	0.25	5.49E-05	****
Spleen	ko00470	D-Amino acid metabolism	C00133|D-Alanine, C00624|N-Acetyl-L-glutamic acid, C00049|Aspartic acid, C00515|D-ORNITHINE, C00049|L-Aspartic Acid	5	69	0.0725	7.72E-05	****
Spleen	ko00220	Arginine biosynthesis	C00624|N-Acetyl-L-glutamic acid, C00049|Aspartic acid, C00049|L-Aspartic Acid	3	23	0.1304	0.000420442	***
Spleen	ko00564	Glycerophospholipid metabolism	C00157|PC(18:0/14:0), C04230|PC(18:3/0:0), C00157|PC(18:4(6Z,9Z,12Z,15Z)/P-16:0), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z))	4	56	0.0714	0.00045354	***
Spleen	ko02030	Bacterial chemotaxis	C00049|Aspartic acid, C00049|L-Aspartic Acid	2	6	0.3333	0.000615873	***
Spleen	ko00240	Pyrimidine metabolism	C00214|Thymidine, C01168|Pseudouridine 5'-phosphate, C00055|Cytidine 5'-monophosphate, C00438|N-Carbamoyl-L-aspartic acid	4	64	0.0625	0.000755465	***
Spleen	ko01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	C10173|Swainsonine, C00408|PIPECOLATE, C00049|Aspartic acid, C00049|L-Aspartic Acid	4	67	0.0597	0.000898522	***
Spleen	ko00592	alpha-Linolenic acid metabolism	C00157|PC(18:0/14:0), C00157|PC(18:4(6Z,9Z,12Z,15Z)/P-16:0), C00157|PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z))	3	44	0.0682	0.002858214	**
Spleen	ko04974	Protein digestion and absorption	C00388|Histamine, C00049|Aspartic acid, C00049|L-Aspartic Acid	3	47	0.0638	0.003452158	**
Spleen	ko04923	Regulation of lipolysis in adipocytes	C00547|Norepinephrine, C00422|TG(18:2/18:2/20:4)	2	14	0.1429	0.003614317	**
Spleen	ko00230	Purine metabolism	C00130|INOSINE 5'-MONOPHOSPHATE, C00387|Guanosine, C00387|guanosine, C04051|5-Amino-4-imidazolecarboxamide	4	101	0.0396	0.004077132	**
Spleen	ko02020	Two-component system	C00547|Norepinephrine, C00049|Aspartic acid, C00049|L-Aspartic Acid	3	53	0.0566	0.004853766	**
Spleen	ko00760	Nicotinate and nicotinamide metabolism	C00049|Aspartic acid, C00334|4-Aminobutanoic acid, C00049|L-Aspartic Acid	3	55	0.0545	0.005386839	**
Spleen	ko04931	Insulin resistance	C02571|Acetyl-DL-carnitine, C00422|TG(18:2/18:2/20:4)	2	19	0.1053	0.006652667	**
Spleen	ko00710	Carbon fixation in photosynthetic organisms	C00049|Aspartic acid, C00049|L-Aspartic Acid	2	21	0.0952	0.008102709	**
Spleen	ko00997	Biosynthesis of various other secondary metabolites	C00049|Aspartic acid, C00515|D-ORNITHINE, C00049|L-Aspartic Acid	3	67	0.0448	0.009317549	**
Spleen	ko04714	Thermogenesis	C00547|Norepinephrine, C00422|TG(18:2/18:2/20:4)	2	23	0.087	0.009681568	**
Spleen	ko01070	Biosynthesis of plant hormones	C00130|INOSINE 5'-MONOPHOSPHATE, C00049|Aspartic acid, C00049|L-Aspartic Acid	3	68	0.0441	0.009703735	**
