Module	Tissue	mean_Aged	mean_Young	FC	pvalue
PM7	Colon	0.008590766	0.003268735	2.628162194	0.066684935
PM7	Eye	-0.068080726	-0.068515932	0.993648116	0.670619522
PM7	Heart	-0.042726846	-0.042892472	0.996138565	0.891372832
PM7	Kidney	-0.027341851	-0.030134329	0.907332347	0.061203525
PM7	Liver	-0.033888885	-0.0349954	0.96838113	0.083130852
PM7	Lung	0.236656285	0.242191231	0.977146383	0.676797076
PM7	Muscle	-0.079446286	-0.07968665	0.996983638	0.801443357
PM7	Pancrea	-0.042799364	-0.042206171	1.014054651	0.594786414
PM7	Skin	-0.041560058	-0.041162738	1.009652431	0.63278133
PM7	Small int	-0.0106719	-0.003857747	2.766356019	0.066476033
PM7	Spinal cord	-0.026066819	-0.02683643	0.971322155	0.818147833
PM7	Spleen	0.006289105	0.007446513	0.844570405	0.547414138
PM7	Testis	-0.027023831	-0.026046407	1.037526242	0.734676611
PM7	Thymus	-0.010491122	-0.014367744	0.730185785	0.240451146
PM7	WAT	0.016579274	0.005019839	3.302749934	0.000510915
PM8	BAT	0.282062281	0.213670515	1.320080505	0.03267301
PM8	Beige fat	-0.008728784	-0.014080584	0.61991634	0.722514449
PM8	Bladder	-0.044020645	-0.04103365	1.072793793	0.152376686
PM8	Bone	-0.038818245	-0.014570219	2.664218362	0.041610667
PM8	Brain	-0.038116002	-0.048520301	0.785568117	0.091080173
PM8	Cerebellum	-0.013803899	-0.019158488	0.720510881	0.008921206
PM8	Colon	-0.038772749	-0.044848142	0.864534105	0.080724795
PM8	Eye	-0.003393667	-0.035965416	0.094359175	0.013103409
PM8	Heart	-0.016910453	-0.018220461	0.928102366	0.452138372
PM8	Kidney	0.047948852	0.055083619	0.870473884	0.015555648
PM8	Liver	0.016711984	0.021494155	0.777512975	0.065007898
PM8	Lung	-0.04461314	-0.05533038	0.80630461	0.102993252
PM8	Muscle	0.189046692	0.174377545	1.084122911	0.633092161
PM8	Pancrea	-0.017442592	-0.018125547	0.962320875	0.730731405
PM8	Skin	-0.013601138	-0.020884491	0.651255434	0.116547478
PM8	Small int	-0.041534985	-0.042173182	0.984867226	0.751840958
PM8	Spinal cord	0.00189256	0.001360534	1.391042047	0.862972024
PM8	Spleen	-0.065968513	-0.06917931	0.953587333	0.019728617
PM8	Testis	-0.05674777	-0.054781519	1.035892597	0.492718791
PM8	Thymus	0.014338203	-0.058822862	-0.243752221	0.07207674
PM8	WAT	-0.01931705	-0.000502755	38.42241123	0.000110935
PM9	BAT	-0.045435276	-0.043628269	1.041418272	0.025895391
PM9	Beige fat	-0.023815287	-0.025704615	0.926498491	0.128408748
PM9	Bladder	-0.006238447	0.002017858	-3.091618957	0.000709586
PM9	Bone	0.00341457	0.014186633	0.240689219	0.107647059
PM9	Brain	-0.016285605	-0.017162161	0.948925066	0.798769414
PM9	Cerebellum	0.023165931	0.026391211	0.877789643	0.059929524
PM9	Colon	-0.000697274	0.000897517	-0.77689296	0.198710413
PM9	Eye	-0.051982248	-0.049109613	1.058494347	0.048806925
PM9	Heart	-0.047286127	-0.045109652	1.048248549	0.026083477
PM9	Kidney	-0.036500848	-0.03394595	1.075263707	0.08085331
PM9	Liver	-0.019261776	-0.016618229	1.159075136	0.055096374
PM9	Lung	-0.020112172	-0.0198657	1.012406925	0.937723362
PM9	Muscle	-0.05418229	-0.053985853	1.003638666	0.911092296
PM9	Pancrea	-0.037505887	-0.035229628	1.064612065	0.107597776
PM9	Skin	-0.042295602	-0.043618592	0.969669143	0.073240654
PM9	Small int	0.008309331	0.015126641	0.549317634	0.032064734
PM9	Spinal cord	0.02040154	0.021826188	0.934727586	0.396442711
PM9	Spleen	-0.000380814	0.002867865	-0.132786399	0.018998425
PM9	Testis	0.32632095	0.326688395	0.998875245	0.98388225
PM9	Thymus	0.012103436	0.025556359	0.473597838	0.010002201
PM9	WAT	-0.021146638	-0.022169867	0.953845956	0.426580053


