id	BAT_Old_1	BAT_Old_2	BAT_Old_3	BAT_Old_4	BAT_Young_1	BAT_Young_2	BAT_Young_3	BAT_Young_4	Beige fat_Old_1	Beige fat_Old_2	Beige fat_Old_3	Beige fat_Old_4	Beige fat_Young_1	Beige fat_Young_2	Beige fat_Young_3	Beige fat_Young_4	Bladder_Old_1	Bladder_Old_2	Bladder_Old_3	Bladder_Old_4	Bladder_Young_1	Bladder_Young_2	Bladder_Young_3	Bladder_Young_4	Bone_Old_1	Bone_Old_2	Bone_Old_3	Bone_Old_4	Bone_Young_1	Bone_Young_2	Bone_Young_3	Bone_Young_4	Brain_Old_1	Brain_Old_2	Brain_Old_3	Brain_Old_4	Brain_Young_1	Brain_Young_2	Brain_Young_3	Brain_Young_4	Cerebellum_Old_1	Cerebellum_Old_2	Cerebellum_Old_3	Cerebellum_Old_4	Cerebellum_Young_1	Cerebellum_Young_2	Cerebellum_Young_3	Cerebellum_Young_4	Colon_Old_1	Colon_Old_2	Colon_Old_3	Colon_Old_4	Colon_Young_1	Colon_Young_2	Colon_Young_3	Colon_Young_4	Eye_Old_1	Eye_Old_2	Eye_Old_3	Eye_Old_4	Eye_Young_1	Eye_Young_2	Eye_Young_3	Eye_Young_4	Heart_Old_1	Heart_Old_2	Heart_Old_3	Heart_Old_4	Heart_Young_1	Heart_Young_2	Heart_Young_3	Heart_Young_4	Kidney_Old_1	Kidney_Old_2	Kidney_Old_3	Kidney_Old_4	Kidney_Young_1	Kidney_Young_2	Kidney_Young_3	Kidney_Young_4	Liver_Old_1	Liver_Old_2	Liver_Old_3	Liver_Old_4	Liver_Young_1	Liver_Young_2	Liver_Young_3	Liver_Young_4	Lung_Old_1	Lung_Old_2	Lung_Old_3	Lung_Old_4	Lung_Young_1	Lung_Young_2	Lung_Young_3	Lung_Young_4	Muscle_Old_1	Muscle_Old_2	Muscle_Old_3	Muscle_Old_4	Muscle_Young_1	Muscle_Young_2	Muscle_Young_3	Muscle_Young_4	Pancrea_Old_1	Pancrea_Old_2	Pancrea_Old_3	Pancrea_Old_4	Pancrea_Young_1	Pancrea_Young_2	Pancrea_Young_3	Pancrea_Young_4	Skin_Old_1	Skin_Old_2	Skin_Old_3	Skin_Old_4	Skin_Young_1	Skin_Young_2	Skin_Young_3	Skin_Young_4	Small intestine_Old_1	Small intestine_Old_2	Small intestine_Old_3	Small intestine_Old_4	Small intestine_Young_1	Small intestine_Young_2	Small intestine_Young_3	Small intestine_Young_4	Spinal cord_Old_1	Spinal cord_Old_2	Spinal cord_Old_3	Spinal cord_Old_4	Spinal cord_Young_1	Spinal cord_Young_2	Spinal cord_Young_3	Spinal cord_Young_4	Spleen_Old_1	Spleen_Old_2	Spleen_Old_3	Spleen_Old_4	Spleen_Young_1	Spleen_Young_2	Spleen_Young_3	Spleen_Young_4	Testis_Old_1	Testis_Old_2	Testis_Old_3	Testis_Old_4	Testis_Young_1	Testis_Young_2	Testis_Young_3	Testis_Young_4	Thymus_Old_1	Thymus_Old_2	Thymus_Old_3	Thymus_Old_4	Thymus_Young_1	Thymus_Young_2	Thymus_Young_3	Thymus_Young_4	WAT_Old_1	WAT_Old_2	WAT_Old_3	WAT_Old_4	WAT_Young_1	WAT_Young_2	WAT_Young_3	WAT_Young_4
PM11	0.132340232	0.124736397	0.131618182	0.129829507	0.113367361	0.118817969	0.122706211	0.108737471	0.213530433	0.16407024	0.21234964	0.227133547	0.209975788	0.088284766	0.096460577	0.089451349	0.016495786	0.01770789	0.011968087	0.015344512	0.019790214	0.021456048	0.015135299	0.028565699	-0.042443947	-0.04867695	-0.040382054	-0.035406255	-0.044865844	-0.042330131	-0.046575794	-0.040248917	-0.007750955	-0.003256958	-0.005343594	-0.008667644	-0.007513582	-0.006641304	-0.003933161	-0.007068317	-0.052772725	-0.05190473	-0.052152243	-0.050377868	-0.050310012	-0.054313798	-0.052020471	-0.054011849	-0.028004911	-0.024049271	-0.027067681	-0.028635962	-0.032678461	-0.032043331	-0.032594805	-0.031804759	-0.064230421	-0.063745695	-0.066800365	-0.061975689	-0.071526897	-0.067101082	-0.069301818	-0.070312865	-0.048267062	-0.052168634	-0.052660081	-0.051770174	-0.052481737	-0.045849016	-0.053241333	-0.05021075	-0.023466945	-0.023315853	-0.023719811	-0.022782318	-0.026844803	-0.027236162	-0.031955853	-0.02808345	0.008140175	0.01210298	0.015234027	0.013458941	0.005988205	0.008984094	0.005823933	0.004486514	-0.009107976	-0.002694839	-0.007059061	-0.010482524	-0.009070304	-0.008806919	-0.006390306	-0.0083285	-0.0394121	-0.04773929	-0.041836185	-0.044231833	-0.044798906	-0.049615988	-0.048614072	-0.045549588	-0.046170213	-0.049792214	-0.050913818	-0.050193932	-0.050931534	-0.044099156	-0.052193857	-0.048934998	-0.020025281	-0.022892213	-0.023191518	-0.022258141	-0.025698074	-0.023106339	-0.022914249	-0.023231833	-0.038526547	-0.038548838	-0.030829714	-0.03418977	-0.031925095	-0.030612121	-0.03364681	-0.033732455	-0.04447535	-0.041642298	-0.036721637	-0.044561138	-0.042049068	-0.040310218	-0.045196593	-0.034494214	-0.029586366	-0.030182418	-0.032602202	-0.031417291	-0.036802631	-0.035142446	-0.034313243	-0.035019767	-0.035010999	-0.034366943	-0.031586017	-0.037106157	-0.039122012	-0.03372734	-0.027850113	-0.040195828	0.006842883	0.040963147	-0.035188472	0.070501854	-0.026354604	-0.029055569	-0.033821524	-0.02696101	0.245941106	0.235246085	0.230932629	0.240882115	0.226215862	0.222536824	0.235628758	0.232274339
PM12	0.357566324	0.370921115	0.302511241	0.332975072	0.297565741	0.294323423	0.295975359	0.239382118	0.001705304	-0.005603507	-0.00251538	0.004655397	0.016720474	-0.01753268	-0.004359953	-0.013452872	-0.033121769	-0.033538542	-0.033971026	-0.032571883	-0.030769527	-0.031268203	-0.033377839	-0.032808642	-0.053781924	-0.051870052	-0.047255055	-0.050507413	-0.046481237	-0.041401153	-0.046446361	-0.044916717	-0.048438843	-0.041410106	-0.046321825	-0.050938667	-0.051597086	-0.05141953	-0.050851844	-0.049661904	0.027103159	0.027867133	0.026495809	0.029057007	0.028811847	0.024481847	0.0305828	0.027767612	-0.001127536	0.008229581	-0.000213282	0.003092173	8.87E-05	0.002094962	-0.000707387	0.001943727	-0.066956684	-0.067548432	-0.068956275	-0.065892662	-0.071030324	-0.07006552	-0.071526206	-0.072985764	-0.036273007	-0.034266559	-0.034058432	-0.033856376	-0.03370885	-0.031780949	-0.034986218	-0.033850079	0.013533545	0.01657029	0.013944725	0.016747933	0.019251532	0.017075885	0.020364573	0.018388309	0.041473521	0.046023867	0.043787227	0.045682045	0.051235809	0.049677471	0.053537025	0.048529463	-0.048566529	-0.039687877	-0.047505899	-0.051839299	-0.052045925	-0.051842643	-0.050610728	-0.051069784	-0.025209682	-0.023350799	-5.37E-05	-0.020600386	-0.024414027	-0.009533832	-0.010236925	-0.02456951	-0.033492831	-0.032044559	-0.031369386	-0.031527587	-0.030829093	-0.030319304	-0.031859668	-0.031318856	-0.063877611	-0.063778677	-0.065403677	-0.064495667	-0.066513784	-0.064902763	-0.064898621	-0.06384178	0.009037426	0.008668768	0.017238969	0.011871831	0.014622785	0.017541746	0.014316745	0.019172405	0.017904012	0.016572126	0.012213503	0.01872745	0.022994979	0.024069997	0.026520813	0.02046761	-0.036193407	-0.034180454	-0.034809852	-0.035019866	-0.03558035	-0.035575414	-0.034944224	-0.03477254	-0.020133414	-0.020670791	-0.011411054	-0.020133776	-0.016552018	-0.012102037	-0.012623088	-0.017537404	0.042454045	0.067130032	-0.005496677	0.046920753	-0.00363494	-0.007131086	-0.005645329	-0.001697047	-0.014777668	-0.017073783	-0.011951758	-0.008549759	-0.002548109	-0.001550208	0.001941092	0.003761332
PM13	-0.047675835	-0.045166482	-0.048679379	-0.046659214	-0.038645733	-0.049057265	-0.047215881	-0.047747492	0.055772269	0.102034643	0.063979101	0.055342439	0.052127712	0.171556598	0.144578927	0.169147063	-0.027941947	-0.026302867	-0.016946171	-0.022799871	-0.029163256	-0.02428039	-0.029726187	-0.02784599	0.13632216	0.099731891	0.121968089	0.113446197	0.081597619	0.089594991	0.066338142	0.077715721	0.02736272	0.045451193	0.028769139	0.046918906	0.028378404	0.028079907	0.030962912	0.024171993	-0.059657224	-0.058963996	-0.058351973	-0.058448333	-0.060415305	-0.06091063	-0.059768457	-0.06063147	0.005451112	0.001799424	-0.004127435	-0.000885737	-0.000523838	0.005934205	0.006017151	0.010276256	-0.077309378	-0.076268296	-0.078377675	-0.080340596	-0.080508367	-0.082890885	-0.081149288	-0.079469122	-0.060576103	-0.066060321	-0.067313916	-0.063609541	-0.067788225	-0.063410313	-0.069511325	-0.067199498	-0.046084911	-0.047841197	-0.048255114	-0.04753554	-0.054329103	-0.056377133	-0.054986856	-0.055919909	-0.01726086	-0.023671641	-0.020942972	-0.02022727	-0.029190023	-0.027126368	-0.030118788	-0.029598896	0.037005218	0.054039682	0.03886637	0.057687838	0.037390467	0.035792331	0.039030538	0.035707063	-0.082910591	-0.084688455	-0.081078336	-0.082493359	-0.080805557	-0.083853353	-0.083640171	-0.082911281	-0.061182673	-0.065088502	-0.066500238	-0.063422434	-0.066829953	-0.06276238	-0.067553129	-0.065936047	-0.025091799	-0.025585201	-0.020977128	-0.02332279	-0.023435144	-0.026192348	-0.023576244	-0.025041371	0.016551132	0.015002822	0.024293721	0.012986439	0.024007917	0.026595274	0.009703661	0.01722157	-0.058548686	-0.058898294	-0.053755566	-0.059003696	-0.063433093	-0.062658416	-0.063519255	-0.060445197	0.229865961	0.220514607	0.241205577	0.199277377	0.218156286	0.22446687	0.229454246	0.225619728	-0.04844858	-0.046025345	-0.040900479	-0.048092016	-0.047959912	-0.043311869	-0.04333765	-0.048682967	0.082056575	0.064064153	0.161135458	0.06129426	0.107549958	0.104686078	0.108470136	0.099951709	0.025422692	0.028975062	0.014144377	0.012915201	0.012057564	0.000882072	0.001987598	0.004824823
PM14	-0.025708555	-0.021889476	-0.025927033	-0.024441233	-0.028830936	-0.028380639	-0.028912682	-0.029181799	-0.024267325	-0.030889361	-0.024485828	-0.02621748	-0.03072385	-0.035906777	-0.037495771	-0.036238551	-0.015910178	-0.017481062	-0.018856025	-0.01745101	-0.01151361	-0.013130656	-0.016698302	-0.018634255	-0.045129801	-0.051656868	-0.047002914	-0.045431055	-0.048010941	-0.045048702	-0.050585708	-0.047749288	0.022822324	0.038271399	0.019239819	0.018583658	0.022705892	0.023599285	0.017196616	0.023808831	0.167276057	0.173047315	0.162651935	0.171783365	0.172141152	0.175566944	0.175383781	0.175434821	-0.03510099	-0.031646936	-0.032824404	-0.034994452	-0.038215147	-0.036815592	-0.036743598	-0.036122351	0.19039265	0.17466527	0.207161083	0.209832769	0.213524214	0.199964254	0.212458201	0.200004227	-0.054387046	-0.054599234	-0.053740993	-0.052801994	-0.053191374	-0.052126323	-0.054457015	-0.053929126	-0.02462781	-0.023752269	-0.023848069	-0.025087317	-0.027983687	-0.024371911	-0.022372031	-0.024563689	-0.050676925	-0.050501291	-0.050769284	-0.051331838	-0.051818152	-0.050730545	-0.051085944	-0.051239269	-0.016567041	-0.008505087	-0.020400109	-0.019015871	-0.01816278	-0.016147561	-0.016071249	-0.018597628	-0.037157685	-0.038729947	-0.038451245	-0.041068017	-0.041820246	-0.039390661	-0.038925573	-0.041828387	-0.048474538	-0.048777926	-0.047471801	-0.046702562	-0.047481476	-0.04710116	-0.048909288	-0.048340392	-0.046533747	-0.045879008	-0.04662476	-0.046586389	-0.047849799	-0.047681681	-0.046308382	-0.046406226	-0.035994697	-0.036405592	-0.031491346	-0.034463827	-0.032008433	-0.031200414	-0.034450717	-0.031849916	0.188808376	0.180205342	0.169646747	0.18959325	0.17377357	0.182484584	0.18454854	0.165073541	-0.033111105	-0.034867112	-0.033761708	-0.035448197	-0.033545415	-0.033029045	-0.032409396	-0.032606631	-0.011576755	-0.011388536	-0.008403655	-0.0100647	-0.008686775	-0.005447042	-0.013880481	-0.010707741	-0.033001558	-0.033937445	-0.035405304	-0.033412069	-0.032885443	-0.032553821	-0.031548923	-0.033068909	-0.027153436	-0.025928315	-0.024989318	-0.024574544	-0.030561636	-0.030423974	-0.029906373	-0.031287005
PM15	-0.039089026	-0.038266105	-0.036645046	-0.037788114	-0.034356856	-0.03898124	-0.034685	-0.020088092	0.015513907	-0.000296054	0.02036915	0.012481545	0.008695875	-0.006268741	-0.01355098	-0.008577095	0.018838001	0.023314781	0.023729878	0.021286212	0.035478707	0.03399821	0.042104161	0.042299682	0.025865768	0.06486257	0.045423846	0.010116026	0.111555748	0.05121706	0.092785639	0.128210973	-0.001392275	-0.004451693	-0.001241933	-0.001859572	-0.001197732	-0.001585998	-0.002322664	-0.001297414	-0.05546842	-0.054290649	-0.054682883	-0.053259825	-0.052696966	-0.054360101	-0.053800957	-0.054351707	-0.006176558	-0.008521181	-0.011232077	-0.008635587	-0.004762386	-0.013789863	-0.011238068	-0.013084804	-0.018764686	-0.009533923	-0.018079227	-0.028676044	-0.009662243	-0.008968406	-0.009108757	-0.001775521	-0.039693789	-0.042804187	-0.043800678	-0.042580517	-0.044071731	-0.040777773	-0.045010861	-0.043082971	-0.044143254	-0.045563792	-0.043140527	-0.044761658	-0.046475938	-0.047426575	-0.048733943	-0.04830594	-0.044089139	-0.043399654	-0.043123632	-0.044764583	-0.046687166	-0.044926758	-0.046312327	-0.046467284	0.004029318	0.001442347	0.004046412	0.00362499	0.005192576	0.004848411	0.003585241	0.004241673	-0.023310514	-0.02822394	-0.022646004	-0.012337238	0.000637544	-0.025375151	-0.026123758	-0.004782634	-0.028786574	-0.031688658	-0.033297812	-0.030310295	-0.032489695	-0.029763973	-0.032780133	-0.031502315	0.317961219	0.314799912	0.297169101	0.315586217	0.345287	0.328041908	0.320873266	0.300273318	-0.027548622	-0.029407542	-0.023149405	-0.027039414	-0.023566474	-0.021202829	-0.026551651	-0.020967951	-0.04758069	-0.044485196	-0.033807987	-0.047469755	-0.049521064	-0.049504948	-0.054083419	-0.042170146	-0.009039627	-0.013266219	-0.012841249	-0.007716876	-0.017531029	-0.014245142	-0.01092838	-0.012607893	-0.030229535	-0.02895249	-0.024087535	-0.031385181	-0.031802431	-0.027792347	-0.018008046	-0.030834432	-0.026955427	-0.026243342	-0.029581131	-0.01567954	-0.032137008	-0.033205525	-0.03464676	-0.033716122	0.040412742	0.026265848	0.020929447	0.022874741	0.006390904	0.006866835	0.000871008	-0.000483514
PM16	-0.06340602	-0.063568167	-0.065471492	-0.06445354	-0.06040983	-0.063483761	-0.062348369	-0.064840686	-0.024424481	-0.012826965	-0.024036786	-0.023715789	-0.027008077	0.01998451	0.009120613	0.018407281	-0.025479655	-0.020872989	-0.014469742	-0.019299377	-0.009945057	-0.002614684	-0.005654454	-0.006299589	0.180642066	0.202558769	0.202506332	0.155375182	0.252697339	0.206363271	0.208797137	0.231484537	-0.019129916	-0.003436479	-0.019747991	-0.016340069	-0.013589158	-0.012302421	-0.010974006	-0.016888183	-0.017980531	-0.013513093	-0.016337092	-0.020154986	-0.016132678	-0.011721577	-0.016038996	-0.015135907	0.033279508	0.028154639	0.024513229	0.027428398	0.040668814	0.04182874	0.04504747	0.044126227	-0.075446427	-0.074523901	-0.073507009	-0.075879471	-0.067645385	-0.070643002	-0.069760798	-0.069439859	-0.05543754	-0.056784398	-0.055792891	-0.056508423	-0.055182116	-0.051977908	-0.057422072	-0.05635034	-0.055164074	-0.054214448	-0.055507035	-0.05627073	-0.056007174	-0.052439068	-0.055734761	-0.05708347	-0.034852595	-0.036258531	-0.034664718	-0.033834603	-0.035021056	-0.032661054	-0.034498111	-0.030890592	-0.014147376	-7.55E-05	-0.015148245	-0.010438814	-0.009175731	-0.009241583	-0.00796604	-0.011794235	-0.09320407	-0.093395247	-0.091414015	-0.092566976	-0.091129961	-0.092336865	-0.092725897	-0.091848957	-0.052061846	-0.05270842	-0.052137513	-0.052379889	-0.051500085	-0.048370429	-0.052585979	-0.052233504	-0.017076104	-0.017900275	-0.015231014	-0.017410414	-0.017269626	-0.020069115	-0.024527543	-0.023975899	0.041743463	0.041339403	0.043558398	0.045934665	0.057261972	0.053791114	0.042830732	0.054572559	-0.067317762	-0.065274053	-0.063614034	-0.066939571	-0.062957731	-0.064424023	-0.061831076	-0.058974314	0.092663101	0.100745804	0.097600396	0.111594733	0.127553308	0.11665744	0.111674791	0.121626173	0.06100665	0.0603829	0.069032022	0.064637616	0.072701474	0.07256178	0.059738903	0.073211812	0.118505892	0.103170589	0.143424899	0.089439911	0.185454495	0.19890381	0.195703185	0.201566601	-0.047439903	-0.05040193	-0.051917544	-0.050364827	-0.050139517	-0.053184706	-0.05218211	-0.051108258
PM17	-0.039355247	-0.035646612	-0.035435287	-0.035903611	-0.042587951	-0.039561925	-0.040295839	-0.042124598	-0.00804009	-0.018169355	-0.009009883	-0.010349156	-0.019909529	-0.027399723	-0.031649311	-0.02875053	0.336325344	0.319059169	0.277626184	0.272704743	0.351474992	0.28412364	0.314317156	0.250565326	-0.020064513	-0.012833361	-0.014326364	-0.022359056	-0.007640624	-0.018554212	-0.014683179	-0.001460375	0.039112236	0.042931396	0.029545964	0.034777323	0.035758456	0.038759136	0.042381328	0.035348534	-0.040415137	-0.039780743	-0.038744734	-0.039169967	-0.040572076	-0.042484834	-0.040252795	-0.041623249	0.086654993	0.073773357	0.090853557	0.078542991	0.059798092	0.046264411	0.048533042	0.044422226	-0.064502238	-0.061618681	-0.066096373	-0.066975403	-0.066317635	-0.070074418	-0.066311713	-0.063199532	-0.057522667	-0.059356504	-0.059463006	-0.057813378	-0.060114191	-0.05820126	-0.059953947	-0.058798809	-0.040832089	-0.0405094	-0.041411727	-0.044036678	-0.047025014	-0.047892189	-0.047063649	-0.047668725	-0.034253005	-0.034017268	-0.033148756	-0.033775882	-0.038573945	-0.037875954	-0.038841765	-0.039436862	0.062507342	0.069248468	0.052545573	0.057697738	0.057792119	0.060395028	0.06258459	0.057444559	-0.038523889	-0.050449973	-0.045125656	-0.048817646	-0.046875406	-0.050219902	-0.050810064	-0.04737729	-0.058434868	-0.060175867	-0.060783772	-0.058276808	-0.060748074	-0.05869172	-0.060588107	-0.059723068	-0.001950456	-0.002597755	-0.006500974	-0.003295776	-0.005288587	-0.000460181	-0.005066614	-0.003209609	0.020039054	0.021210664	0.027467378	0.022337909	0.023988672	0.021321346	0.016787474	0.014035175	-0.034604644	-0.034473672	-0.024542094	-0.036102911	-0.038978074	-0.038925416	-0.042590024	-0.031449346	0.011558588	0.004298407	0.000222654	0.017324329	0.003269874	0.005287681	0.010474361	0.005078205	-0.024956669	-0.021537076	-0.01598944	-0.023891635	-0.021105773	-0.016563447	0.012917	-0.022357247	-0.014855514	-0.013688067	-0.022406522	-0.001037679	-0.027573134	-0.030950169	-0.030036075	-0.03265296	0.027310876	0.013158685	0.024955836	0.014425038	0.001097118	0.001947167	-0.00424061	-0.003045714
PM18	-0.012219323	-0.012347997	-0.013598907	-0.01197818	-0.014845875	-0.018825891	-0.017279101	-0.011388386	0.008750247	-0.000704207	0.011542563	0.010796358	0.008776165	-0.015762122	-0.01461327	-0.015844024	-0.005712427	-0.008446169	-0.005952295	-0.005656959	-0.014553442	-0.00929911	-0.010254633	-0.008404443	-0.034604792	-0.038854036	-0.032405313	-0.03243794	-0.034605288	-0.03325216	-0.036732231	-0.033624294	-0.018412921	-0.014270065	-0.019622316	-0.019763007	-0.019250433	-0.019283726	-0.018653621	-0.019500308	-0.02637109	-0.027313426	-0.025729995	-0.024664695	-0.028204911	-0.031184998	-0.028676826	-0.03035607	0.000167563	0.011507368	0.001590624	0.004974631	-0.000169692	0.005328021	-0.002906433	0.007233351	-0.055256394	-0.056216062	-0.053930091	-0.055704107	-0.060551513	-0.059305935	-0.060740555	-0.057966558	-0.017514961	-0.015438428	-0.012711612	-0.015239743	-0.015834226	-0.015414167	-0.017139312	-0.017958205	-0.001594682	0.002098392	0.002204133	0.006481091	0.000888976	0.003803877	0.001572578	0.002718778	0.31591722	0.3322006	0.339522014	0.331200806	0.330665417	0.332434962	0.33889273	0.32671285	-0.015293478	-0.009347175	-0.016230493	-0.0163942	-0.016533702	-0.016459453	-0.016041784	-0.017028613	-0.057807837	-0.05735656	-0.054850673	-0.056647948	-0.059434712	-0.057705437	-0.058286038	-0.057998951	-0.016235355	-0.014180647	-0.012235659	-0.014286685	-0.015046258	-0.015313588	-0.01611625	-0.016155649	-0.044141657	-0.044216101	-0.046469038	-0.044655069	-0.048208783	-0.047993715	-0.046303893	-0.047715267	0.021504551	0.015613904	0.046663829	0.029053925	0.036666335	0.047597782	0.04699736	0.042401308	-0.02263049	-0.021901105	-0.022475436	-0.02210412	-0.023370496	-0.023171656	-0.021983295	-0.024045362	-0.025878607	-0.024876246	-0.022973732	-0.025251592	-0.026053621	-0.026131323	-0.026797617	-0.026806566	-0.007353607	-0.006756436	-0.002494423	-0.008508389	-0.008795381	-0.003567604	-0.001999927	-0.010666165	-0.01579257	-0.005962497	-0.025758783	0.001001587	-0.02202445	-0.022990003	-0.02387817	-0.023142359	0.007838093	0.008752581	0.009941345	0.010104446	0.017024719	0.01326904	0.014184466	0.009290004
PM19	0.020174283	0.025536599	0.035261952	0.018353346	0.045113721	0.012863716	0.010558547	0.060169284	0.216605706	0.161361659	0.218056333	0.175196463	0.157087151	0.065371836	0.053205934	0.077408737	0.034496575	0.062391034	0.040289214	0.042885224	0.044287569	0.051381219	0.058303539	0.063250924	0.01653933	0.03436281	0.027284999	0.038744559	0.029656693	0.020347627	0.036182643	0.052444548	-0.018573086	-0.013318295	0.010586861	0.008090713	-0.005129412	-0.013933521	-0.015789161	-0.004202515	-0.087999735	-0.088000553	-0.085776878	-0.086165868	-0.089453873	-0.087678056	-0.089898228	-0.088717156	-0.034532837	-0.035723561	-0.039118181	-0.039296907	-0.041436112	-0.038584712	-0.044631595	-0.048415883	-0.039704741	-0.014538251	-0.053265002	-0.04476658	-0.058020758	-0.058301391	-0.045771652	-0.051974879	-0.045324904	-0.056381682	-0.061472266	-0.0577933	-0.06365771	-0.055881466	-0.068309547	-0.062337893	-0.046200642	-0.046408584	-0.018953436	-0.024782424	-0.040770191	-0.044202098	-0.064609688	-0.050692959	-0.005818757	-0.007147479	-0.007209353	-0.005622964	-0.017544573	-0.014930815	-0.018816076	-0.016576325	-0.008558779	0.001158654	0.02620721	0.021179502	0.005870554	-0.004436669	-0.008149296	0.007679804	0.004335429	-0.028514786	0.001294169	0.001645791	-0.008592933	-0.030912361	-0.029260473	-0.014875466	-0.04642943	-0.05731306	-0.062348497	-0.058778323	-0.065235631	-0.058269008	-0.069530882	-0.064356271	0.20142927	0.180196145	0.163029731	0.16838158	0.164262517	0.173070569	0.144203308	0.136819604	-0.047692333	-0.050151351	-0.050971112	-0.051623989	-0.056748285	-0.056168754	-0.051332543	-0.059675273	-0.066053212	-0.073962819	-0.063058787	-0.072986735	-0.077329598	-0.07741015	-0.080482007	-0.072275459	-0.023685826	-0.023439342	-0.03227917	-0.01124576	-0.040023008	-0.03456207	-0.035748407	-0.03857887	-0.024365062	-0.033586199	-0.024423932	-0.038428382	-0.048091118	-0.043060782	-0.035346296	-0.050595125	-0.023734477	-0.010101569	-0.047636286	0.023133493	-0.052039362	-0.052653392	-0.059605196	-0.053936419	0.270790359	0.273330508	0.224141597	0.16259216	0.122242491	0.11900813	0.10359941	0.101361502
PM20	-0.049545421	-0.048995535	-0.05110312	-0.050234164	-0.048501655	-0.051037091	-0.050222625	-0.052664313	8.64E-05	0.001956222	0.001434659	-0.003279741	-0.000295637	-0.001033948	-0.004553646	0.000639665	0.000877054	0.000735111	0.001892453	0.00741931	0.000280251	0.008373753	-0.003058133	-0.001799974	-0.017585432	-0.030016199	-0.012083429	-0.015477207	-0.026925167	-0.01889166	-0.035549126	-0.029205111	-0.010208079	-0.001462451	-0.011674909	-0.00936261	-0.009672148	-0.008756598	-0.006817421	-0.009389566	-0.030373582	-0.028296316	-0.028980797	-0.028760286	-0.030380921	-0.030127179	-0.029359353	-0.030344245	0.166543138	0.176985074	0.155549912	0.154354911	0.14435633	0.211307452	0.200847858	0.235324221	-0.07570616	-0.075486356	-0.075627758	-0.076682884	-0.078555679	-0.077368694	-0.077985659	-0.077935696	-0.047589996	-0.046491152	-0.045132748	-0.043448742	-0.043664328	-0.044498289	-0.044035701	-0.044458391	-0.035448849	-0.034436809	-0.033915629	-0.031160747	-0.033890463	-0.031005927	-0.032727008	-0.032461351	0.038902364	0.044599387	0.049660463	0.04733337	0.041106041	0.046650668	0.041989789	0.040167373	0.001840588	0.015584031	0.00093685	0.003122332	0.001238111	0.002635945	0.0039328	0.00089288	-0.081827171	-0.083001903	-0.080932004	-0.082644982	-0.083266303	-0.083708277	-0.083259614	-0.083183982	-0.039541161	-0.038877857	-0.037602603	-0.035739186	-0.037195436	-0.036229588	-0.038788487	-0.038503972	-0.049468366	-0.049480374	-0.051087294	-0.051169379	-0.051070533	-0.049287871	-0.050235944	-0.050565961	0.218666292	0.198262906	0.267565571	0.226595306	0.258806393	0.279451919	0.246837133	0.290200965	-0.039903155	-0.03930474	-0.035479608	-0.040264943	-0.040144246	-0.038885256	-0.039601757	-0.035198322	0.017190436	0.016606189	0.02304385	0.00896035	0.01689688	0.01605839	0.017450153	0.018572361	-0.027203313	-0.025737422	-0.019842898	-0.025730555	-0.02247741	-0.017246965	-0.017603289	-0.025140927	0.011650181	0.012694702	0.033638485	0.016050375	0.023403242	0.020706671	0.021225947	0.019199301	-0.011541299	-0.013810099	-0.014039408	-0.013134134	-0.018815696	-0.019916563	-0.019216683	-0.016643967
